season,date,dh_game,home_team_br,away_team_br,home_win,home_runs,away_runs,total_runs,innings,winning_pitcher,losing_pitcher
2024,2024-03-20,1,SDP,LAD,0,2,5,7,9,Hudson,Brito
2024,2024-03-21,1,LAD,SDP,0,11,15,26,9,King,Yamamoto
2024,2024-03-28,1,ARI,COL,1,16,1,17,9,Gallen,Freeland
2024,2024-03-28,1,BAL,LAA,1,11,3,14,9,Burnes,Sandoval
2024,2024-03-28,1,CHW,DET,0,0,1,1,9,Skubal,Crochet
2024,2024-03-28,1,CIN,WSN,1,8,2,10,9,Montas,Gray
2024,2024-03-28,1,HOU,NYY,0,4,5,9,9,Loaisiga,Pressly
2024,2024-03-28,1,KCR,MIN,0,1,4,5,9,López,Ragans
2024,2024-03-28,1,LAD,STL,1,7,1,8,9,Glasnow,Mikolas
2024,2024-03-28,1,MIA,PIT,0,5,6,11,12,Ortiz,Cronin
2024,2024-03-28,1,OAK,CLE,0,0,8,8,9,Bieber,Wood
2024,2024-03-28,1,SDP,SFG,1,6,4,10,9,Matsui,Jackson
2024,2024-03-28,1,SEA,BOS,0,4,6,10,9,Bello,Castillo
2024,2024-03-28,1,TBR,TOR,0,2,8,10,9,Berríos,Eflin
2024,2024-03-28,1,TEX,CHC,1,4,3,7,10,Robertson,Smyly
2024,2024-03-29,1,ARI,COL,1,7,3,10,9,Kelly,Quantrill
2024,2024-03-29,1,HOU,NYY,0,1,7,8,9,Weaver,Scott
2024,2024-03-29,1,LAD,STL,1,6,3,9,9,Miller,Thompson
2024,2024-03-29,1,MIA,PIT,0,2,7,9,9,Ryan,Puk
2024,2024-03-29,1,NYM,MIL,0,1,3,4,9,Peralta,Quintana
2024,2024-03-29,1,OAK,CLE,0,4,6,10,9,Allen,Stripling
2024,2024-03-29,1,PHI,ATL,0,3,9,12,9,Johnson,Alvarado
2024,2024-03-29,1,SDP,SFG,0,3,8,11,9,Harrison,Musgrove
2024,2024-03-29,1,SEA,BOS,1,1,0,1,9,Kirby,Pivetta
2024,2024-03-29,1,TBR,TOR,1,8,2,10,9,Civale,Bassitt
2024,2024-03-30,1,ARI,COL,0,4,9,13,9,Lambert,Henry
2024,2024-03-30,1,BAL,LAA,1,13,4,17,9,Rodriguez,Canning
2024,2024-03-30,1,CHW,DET,0,6,7,13,10,Miller,García
2024,2024-03-30,1,CIN,WSN,0,6,7,13,9,Harvey,Díaz
2024,2024-03-30,1,HOU,NYY,0,3,5,8,9,Stroman,Abreu
2024,2024-03-30,1,KCR,MIN,0,1,5,6,9,Jax,Smith
2024,2024-03-30,1,LAD,STL,0,5,6,11,10,Helsley,Hurt
2024,2024-03-30,1,MIA,PIT,0,3,9,12,9,Jones,Weathers
2024,2024-03-30,1,NYM,MIL,0,6,7,13,9,Peguero,Severino
2024,2024-03-30,1,OAK,CLE,0,3,12,15,9,Sandlin,Sears
2024,2024-03-30,1,PHI,ATL,0,4,12,16,9,Chavez,Nola
2024,2024-03-30,1,SDP,SFG,0,6,9,15,9,Hicks,Cease
2024,2024-03-30,1,SEA,BOS,1,4,3,7,10,Saucedo,Rodríguez
2024,2024-03-30,1,TBR,TOR,1,5,1,6,9,Littell,Kikuchi
2024,2024-03-30,1,TEX,CHC,1,11,2,13,9,Bradford,Hendricks
2024,2024-03-31,1,ARI,COL,1,5,1,6,9,Pfaadt,Feltner
2024,2024-03-31,1,BAL,LAA,0,1,4,5,9,Detmers,Wells
2024,2024-03-31,1,CHW,DET,0,2,3,5,9,Holton,Wilson
2024,2024-03-31,1,CIN,WSN,1,6,5,11,9,Sims,Finnegan
2024,2024-03-31,1,HOU,NYY,0,3,4,7,9,Burdi,Hader
2024,2024-03-31,1,KCR,MIN,1,11,0,11,9,Singer,Ober
2024,2024-03-31,1,LAD,STL,1,5,4,9,9,Crismatt,King
2024,2024-03-31,1,MIA,PIT,0,7,9,16,10,Bednar,Scott
2024,2024-03-31,1,NYM,MIL,0,1,4,5,9,Rea,Megill
2024,2024-03-31,1,OAK,CLE,1,4,3,7,9,Jiménez,Barlow
2024,2024-03-31,1,PHI,ATL,1,5,4,9,9,Strahm,Bummer
2024,2024-03-31,1,SDP,SFG,1,13,4,17,9,Avila,Jefferies
2024,2024-03-31,1,SEA,BOS,0,1,5,6,9,Whitlock,Miller
2024,2024-03-31,1,TBR,TOR,0,2,9,11,9,White,Armstrong
2024,2024-03-31,1,TEX,CHC,0,5,9,14,9,Neris,Leclerc
2024,2024-04-01,1,ARI,NYY,0,2,5,7,9,Weaver,Nelson
2024,2024-04-01,1,BAL,KCR,1,6,4,10,9,Kimbrel,Anderson
2024,2024-04-01,1,CHC,COL,1,5,0,5,9,Imanaga,Hudson
2024,2024-04-01,1,CHW,ATL,0,0,9,9,8,Morton,Flexen
2024,2024-04-01,1,HOU,TOR,1,10,0,10,9,Blanco,Francis
2024,2024-04-01,1,LAD,SFG,1,8,3,11,9,Paxton,Winn
2024,2024-04-01,1,MIA,LAA,0,4,7,11,9,Cimber,Scott
2024,2024-04-01,1,NYM,DET,0,0,5,5,10,Foley,Tonkin
2024,2024-04-01,1,OAK,BOS,0,0,9,9,9,Houck,Boyle
2024,2024-04-01,1,PHI,CIN,0,3,6,9,10,Díaz,Brogdon
2024,2024-04-01,1,SDP,STL,0,2,6,8,9,Gibson,Waldron
2024,2024-04-01,1,SEA,CLE,1,5,4,9,9,Hancock,McKenzie
2024,2024-04-01,1,TBR,TEX,0,3,9,12,9,Dunning,Pepiot
2024,2024-04-01,1,WSN,PIT,0,4,8,12,9,Contreras,Garcia
2024,2024-04-02,1,ARI,NYY,1,7,0,7,9,Gallen,Cortés
2024,2024-04-02,1,BAL,KCR,0,1,4,5,9,Marsh,Irvin
2024,2024-04-02,1,CHC,COL,1,12,2,14,9,Assad,Freeland
2024,2024-04-02,1,CHW,ATL,1,3,2,5,9,Crochet,Minter
2024,2024-04-02,1,HOU,TOR,0,1,2,3,9,Green,Hader
2024,2024-04-02,1,LAD,SFG,1,5,4,9,9,Yarbrough,Webb
2024,2024-04-02,1,MIA,LAA,0,1,3,4,9,Anderson,Luzardo
2024,2024-04-02,1,MIL,MIN,1,3,2,5,9,Peguero,Varland
2024,2024-04-02,1,OAK,BOS,0,4,5,9,11,Winckowski,Spence
2024,2024-04-02,1,PHI,CIN,1,9,4,13,9,Turnbull,Ashcraft
2024,2024-04-02,1,SDP,STL,0,2,5,7,9,Mikolas,Darvish
2024,2024-04-02,1,SEA,CLE,0,2,5,7,9,Bieber,Castillo
2024,2024-04-02,1,TBR,TEX,1,5,2,7,9,Eflin,Heaney
2024,2024-04-03,1,ARI,NYY,0,5,6,11,11,Holmes,McGough
2024,2024-04-03,1,BAL,KCR,1,4,3,7,9,Cano,Smith
2024,2024-04-03,1,CHC,COL,1,9,8,17,9,Alzolay,Mears
2024,2024-04-03,1,HOU,TOR,1,8,0,8,9,Javier,Bassitt
2024,2024-04-03,1,LAD,SFG,1,5,4,9,9,Glasnow,Harrison
2024,2024-04-03,1,MIA,LAA,0,2,10,12,9,Sandoval,Puk
2024,2024-04-03,1,MIL,MIN,0,3,7,10,9,Duarte,Payamps
2024,2024-04-03,1,OAK,BOS,0,0,1,1,9,Pivetta,Stripling
2024,2024-04-03,1,PHI,CIN,0,1,4,5,9,Montas,Wheeler
2024,2024-04-03,1,SDP,STL,1,3,2,5,9,Musgrove,Thompson
2024,2024-04-03,1,SEA,CLE,0,0,8,8,9,Allen,Kirby
2024,2024-04-03,1,TBR,TEX,0,1,4,5,9,Eovaldi,Civale
2024,2024-04-03,1,WSN,PIT,1,5,3,8,9,Williams,Keller
2024,2024-04-04,1,KCR,CHW,1,10,1,11,9,Lugo,Soroka
2024,2024-04-04,1,MIN,CLE,0,2,4,6,9,Bibee,López
2024,2024-04-04,1,NYM,DET,0,3,6,9,11,Miller,Tonkin
2024,2024-04-04,2,NYM,DET,1,2,1,3,9,Garrett,Faedo
2024,2024-04-04,1,STL,MIA,1,8,5,13,9,Gallegos,Sánchez
2024,2024-04-04,1,WSN,PIT,0,4,7,11,9,Pérez,Gray
2024,2024-04-05,1,ATL,ARI,1,6,5,11,10,Johnson,McGough
2024,2024-04-05,1,CHC,LAD,1,9,7,16,9,Smyly,Miller
2024,2024-04-05,1,CIN,NYM,0,2,3,5,9,Smith,Cruz
2024,2024-04-05,1,COL,TBR,1,10,7,17,9,Beeks,Fairbanks
2024,2024-04-05,1,DET,OAK,1,5,4,9,9,Foley,Erceg
2024,2024-04-05,1,KCR,CHW,1,2,1,3,9,Stratton,Kopech
2024,2024-04-05,1,LAA,BOS,0,6,8,14,9,Martin,Soriano
2024,2024-04-05,1,MIL,SEA,1,6,5,11,9,Uribe,Muñoz
2024,2024-04-05,1,NYY,TOR,0,0,3,3,9,García,Ferguson
2024,2024-04-05,1,PIT,BAL,0,2,5,7,9,Rodriguez,Jones
2024,2024-04-05,1,SFG,SDP,1,3,2,5,9,Doval,De Los Santos
2024,2024-04-05,1,TEX,HOU,1,10,2,12,9,Bradford,Brown
2024,2024-04-05,1,WSN,PHI,0,0,4,4,9,Nola,Corbin
2024,2024-04-06,1,ATL,ARI,1,9,8,17,9,Minter,Frías
2024,2024-04-06,1,CHC,LAD,0,1,4,5,9,Yamamoto,Wicks
2024,2024-04-06,1,CIN,NYM,1,9,6,15,9,Pagán,Ramírez
2024,2024-04-06,1,COL,TBR,0,6,8,14,9,Cleavinger,Beeks
2024,2024-04-06,1,DET,OAK,0,0,4,4,9,Blackburn,Maeda
2024,2024-04-06,1,KCR,CHW,1,3,0,3,9,Wacha,Flexen
2024,2024-04-06,1,LAA,BOS,1,2,1,3,9,Detmers,Weissert
2024,2024-04-06,1,MIL,SEA,0,3,5,8,9,Miller,Hall
2024,2024-04-06,1,MIN,CLE,0,1,3,4,9,Sandlin,Ryan
2024,2024-04-06,1,NYY,TOR,1,9,8,17,9,Weaver,Gausman
2024,2024-04-06,1,PIT,BAL,1,5,4,9,11,Fleming,Heasley
2024,2024-04-06,1,SFG,SDP,0,0,4,4,9,King,Winn
2024,2024-04-06,1,STL,MIA,1,3,1,4,9,Matz,Rogers
2024,2024-04-06,1,TEX,HOU,1,7,2,9,9,Yates,France
2024,2024-04-06,1,WSN,PHI,0,2,5,7,9,Suarez,Irvin
2024,2024-04-07,1,ATL,ARI,1,5,2,7,9,Sale,Nelson
2024,2024-04-07,1,CHC,LAD,1,8,1,9,9,Almonte,Stone
2024,2024-04-07,1,CIN,NYM,0,1,3,4,9,Manaea,Abbott
2024,2024-04-07,1,COL,TBR,0,2,3,5,9,Pepiot,Hudson
2024,2024-04-07,1,DET,OAK,0,1,7,8,9,Boyle,Flaherty
2024,2024-04-07,1,KCR,CHW,1,5,3,8,9,Schreiber,García
2024,2024-04-07,1,LAA,BOS,0,2,12,14,9,Houck,Silseth
2024,2024-04-07,1,MIL,SEA,1,12,4,16,9,Rea,Hancock
2024,2024-04-07,1,NYY,TOR,1,8,3,11,9,Cousins,Francis
2024,2024-04-07,1,PIT,BAL,1,3,2,5,9,Hernandez,Cano
2024,2024-04-07,1,SFG,SDP,1,3,2,5,9,Walker,Brito
2024,2024-04-07,1,STL,MIA,0,3,10,13,9,Meyer,Gibson
2024,2024-04-07,1,TEX,HOU,0,1,3,4,9,Blanco,Dunning
2024,2024-04-07,1,WSN,PHI,1,3,2,5,9,Gore,Sánchez
2024,2024-04-08,1,ATL,NYM,0,7,8,15,9,Diekman,Johnson
2024,2024-04-08,1,CIN,MIL,1,10,8,18,9,Ashcraft,Ashby
2024,2024-04-08,1,CLE,CHW,1,4,0,4,9,McKenzie,Banks
2024,2024-04-08,1,COL,ARI,1,7,5,12,9,Lambert,McGough
2024,2024-04-08,1,LAA,TBR,1,7,1,8,9,Anderson,Eflin
2024,2024-04-08,1,MIN,LAD,0,2,4,6,9,Paxton,Jackson
2024,2024-04-08,1,NYY,MIA,1,7,0,7,9,Cortés,Luzardo
2024,2024-04-08,1,PIT,DET,1,7,4,11,9,Keller,Olson
2024,2024-04-08,1,SDP,CHC,1,9,8,17,9,Peralta,Alzolay
2024,2024-04-08,1,SFG,WSN,0,1,8,9,9,Williams,Snell
2024,2024-04-08,1,STL,PHI,0,3,5,8,10,Hoffman,Helsley
2024,2024-04-08,1,TEX,HOU,0,5,10,15,9,Martinez,Heaney
2024,2024-04-08,1,TOR,SEA,1,5,2,7,9,Berríos,Castillo
2024,2024-04-09,1,ATL,NYM,1,6,5,11,9,López,Houser
2024,2024-04-09,1,BOS,BAL,0,1,7,8,9,Burnes,Bello
2024,2024-04-09,1,CIN,MIL,0,5,9,14,9,Ross,Montas
2024,2024-04-09,1,CLE,CHW,0,5,7,12,9,Wilson,Barlow
2024,2024-04-09,1,COL,ARI,0,2,3,5,9,Kelly,Quantrill
2024,2024-04-09,1,KCR,HOU,1,4,3,7,10,McArthur,Suero
2024,2024-04-09,1,LAA,TBR,0,4,6,10,9,Civale,Sandoval
2024,2024-04-09,1,MIN,LAD,0,3,6,9,9,Glasnow,Varland
2024,2024-04-09,1,NYY,MIA,1,3,2,5,9,Rodón,Puk
2024,2024-04-09,1,PIT,DET,0,3,5,8,9,Miller,Bednar
2024,2024-04-09,1,SDP,CHC,0,1,5,6,9,Smyly,Musgrove
2024,2024-04-09,1,SFG,WSN,0,3,5,8,9,Weems,Walker
2024,2024-04-09,1,STL,PHI,1,3,0,3,9,Gray,Wheeler
2024,2024-04-09,1,TEX,OAK,0,3,4,7,9,Kelly,Leclerc
2024,2024-04-09,1,TOR,SEA,1,5,3,8,9,Bassitt,Kirby
2024,2024-04-10,1,BOS,BAL,0,5,7,12,9,Baumann,Martin
2024,2024-04-10,1,CIN,MIL,0,2,7,9,9,Wilson,Greene
2024,2024-04-10,1,CLE,CHW,1,7,6,13,10,Morgan,Shaw
2024,2024-04-10,1,COL,ARI,0,3,5,8,9,Mantiply,Lawrence
2024,2024-04-10,1,KCR,HOU,1,11,2,13,9,Lugo,Arrighetti
2024,2024-04-10,1,LAA,TBR,0,2,4,6,9,Kelly,Soriano
2024,2024-04-10,1,MIN,LAD,1,3,2,5,9,Funderburk,Vesia
2024,2024-04-10,1,NYY,MIA,0,2,5,7,9,Weathers,Stroman
2024,2024-04-10,1,SDP,CHC,1,10,2,12,9,Cease,Hendricks
2024,2024-04-10,1,SFG,WSN,1,7,1,8,9,Hicks,Corbin
2024,2024-04-10,1,STL,PHI,0,3,4,7,9,Nola,Pallante
2024,2024-04-10,1,TEX,OAK,1,6,2,8,9,Bradford,Stripling
2024,2024-04-10,1,TOR,SEA,0,1,6,7,10,Muñoz,Mayza
2024,2024-04-11,1,ATL,NYM,0,4,16,20,9,Quintana,Winans
2024,2024-04-11,1,BOS,BAL,0,4,9,13,10,Kimbrel,Campbell
2024,2024-04-11,1,KCR,HOU,1,13,3,16,9,Singer,Brown
2024,2024-04-11,1,PHI,PIT,1,5,1,6,9,Suarez,Jones
2024,2024-04-11,1,TEX,OAK,0,0,1,1,9,Sears,Gray
2024,2024-04-12,1,ARI,STL,0,6,9,15,9,Gallegos,Mantiply
2024,2024-04-12,1,BAL,MIL,0,1,11,12,9,Peralta,Wells
2024,2024-04-12,1,BOS,LAA,0,0,7,7,9,Detmers,Houck
2024,2024-04-12,1,CHW,CIN,0,1,11,12,9,Abbott,Flexen
2024,2024-04-12,1,DET,MIN,1,8,2,10,9,Skubal,López
2024,2024-04-12,1,HOU,TEX,0,8,12,20,9,Dunning,France
2024,2024-04-12,1,LAD,SDP,0,7,8,15,11,Suarez,Vesia
2024,2024-04-12,1,MIA,ATL,0,1,8,9,9,Fried,Rogers
2024,2024-04-12,1,NYM,KCR,1,6,1,7,9,Severino,Wacha
2024,2024-04-12,1,OAK,WSN,1,2,1,3,10,Kelly,Finnegan
2024,2024-04-12,1,PHI,PIT,0,2,5,7,9,Falter,Sánchez
2024,2024-04-12,1,SEA,CHC,1,4,2,6,9,Miller,Wicks
2024,2024-04-12,1,TBR,SFG,1,2,1,3,9,Cleavinger,Winn
2024,2024-04-12,1,TOR,COL,0,4,12,16,9,Feltner,Gausman
2024,2024-04-13,1,ARI,STL,1,4,2,6,9,Nelson,Gibson
2024,2024-04-13,1,BAL,MIL,0,5,11,16,9,Peguero,Kremer
2024,2024-04-13,1,BOS,LAA,1,7,2,9,9,Weissert,Canning
2024,2024-04-13,1,CHW,CIN,0,0,5,5,9,Lodolo,Crochet
2024,2024-04-13,1,CLE,NYY,0,2,3,5,9,Schmidt,Carrasco
2024,2024-04-13,2,CLE,NYY,0,2,8,10,9,Poteet,McKenzie
2024,2024-04-13,1,DET,MIN,0,5,11,16,12,Alcala,Lange
2024,2024-04-13,2,DET,MIN,0,1,4,5,9,Woods Richardson,Manning
2024,2024-04-13,1,HOU,TEX,1,9,2,11,9,Abreu,Ureña
2024,2024-04-13,1,LAD,SDP,1,5,2,7,9,Stone,Cosgrove
2024,2024-04-13,1,MIA,ATL,1,5,1,6,9,Meyer,Sale
2024,2024-04-13,1,NYM,KCR,0,7,11,18,9,Marsh,Manaea
2024,2024-04-13,1,OAK,WSN,0,1,3,4,9,Gore,Boyle
2024,2024-04-13,1,PHI,PIT,1,4,3,7,9,Hoffman,Hernandez
2024,2024-04-13,1,SEA,CHC,0,1,4,5,9,Imanaga,Hancock
2024,2024-04-13,1,TBR,SFG,0,2,11,13,9,Webb,Pepiot
2024,2024-04-13,1,TOR,COL,1,5,3,8,9,Francis,Hudson
2024,2024-04-14,1,ARI,STL,1,5,0,5,9,Gallen,Mikolas
2024,2024-04-14,1,BAL,MIL,1,6,4,10,9,Cano,Uribe
2024,2024-04-14,1,BOS,LAA,1,5,4,9,9,Bello,Anderson
2024,2024-04-14,1,CHW,CIN,0,4,11,15,9,Ashcraft,Soroka
2024,2024-04-14,1,CLE,NYY,1,8,7,15,10,Beede,Ferguson
2024,2024-04-14,1,DET,MIN,1,4,3,7,9,Vest,Jax
2024,2024-04-14,1,HOU,TEX,1,8,5,13,9,Javier,Eovaldi
2024,2024-04-14,1,LAD,SDP,0,3,6,9,9,Matsui,Feyereisen
2024,2024-04-14,1,MIA,ATL,0,7,9,16,9,Minter,Scott
2024,2024-04-14,1,NYM,KCR,1,2,1,3,9,Raley,Stratton
2024,2024-04-14,1,OAK,WSN,1,7,6,13,9,Spence,Law
2024,2024-04-14,1,PHI,PIT,0,2,9,11,9,Keller,Wheeler
2024,2024-04-14,1,SEA,CHC,0,2,3,5,9,Assad,Castillo
2024,2024-04-14,1,TBR,SFG,1,9,4,13,9,Alexander,Snell
2024,2024-04-14,1,TOR,COL,1,5,0,5,9,Berríos,Freeland
2024,2024-04-15,1,ARI,CHC,0,2,3,5,11,Thompson,Jarvis
2024,2024-04-15,1,BAL,MIN,1,7,4,11,9,Tate,Varland
2024,2024-04-15,1,BOS,CLE,0,0,6,6,9,Herrin,Bernardino
2024,2024-04-15,1,CHW,KCR,0,0,2,2,9,Lugo,Nastrini
2024,2024-04-15,1,DET,TEX,0,0,1,1,9,Lorenzen,Olson
2024,2024-04-15,1,HOU,ATL,0,1,6,7,9,Bummer,Arrighetti
2024,2024-04-15,1,LAD,WSN,0,4,6,10,9,Parker,Glasnow
2024,2024-04-15,1,MIA,SFG,0,3,4,7,9,Harrison,Soriano
2024,2024-04-15,1,MIL,SDP,0,3,7,10,9,Musgrove,Ross
2024,2024-04-15,1,NYM,PIT,1,6,3,9,9,Ottavino,Chapman
2024,2024-04-15,1,OAK,STL,0,1,3,4,9,Gray,Stripling
2024,2024-04-15,1,PHI,COL,1,2,1,3,10,Domínguez,Bird
2024,2024-04-15,1,SEA,CIN,1,9,3,12,9,Kirby,Montas
2024,2024-04-15,1,TBR,LAA,0,3,7,10,9,Garcia,Maton
2024,2024-04-15,1,TOR,NYY,1,3,1,4,9,Bassitt,Gil
2024,2024-04-16,1,ARI,CHC,1,12,11,23,10,Ginkel,Smyly
2024,2024-04-16,1,BAL,MIN,1,11,3,14,9,Rodriguez,Paddack
2024,2024-04-16,1,BOS,CLE,0,7,10,17,11,Clase,Winckowski
2024,2024-04-16,1,DET,TEX,1,4,2,6,9,Chafin,Ureña
2024,2024-04-16,1,HOU,ATL,0,2,6,8,9,López,Brown
2024,2024-04-16,1,LAD,WSN,1,6,2,8,9,Yarbrough,Corbin
2024,2024-04-16,1,MIA,SFG,1,6,3,9,9,Weathers,Walker
2024,2024-04-16,1,MIL,SDP,0,3,6,9,9,Cease,Miley
2024,2024-04-16,1,NYM,PIT,1,3,1,4,9,Garrett,Ortiz
2024,2024-04-16,1,OAK,STL,0,2,3,5,9,Lynn,Jiménez
2024,2024-04-16,1,PHI,COL,1,5,0,5,9,Suarez,Gomber
2024,2024-04-16,1,SEA,CIN,1,3,1,4,9,Gilbert,Pagán
2024,2024-04-16,1,TBR,LAA,1,7,6,13,13,Cleavinger,Fulmer
2024,2024-04-16,1,TOR,NYY,1,5,4,9,9,Kikuchi,Rodón
2024,2024-04-17,1,ARI,CHC,0,3,5,8,9,Wesneski,Pfaadt
2024,2024-04-17,1,BAL,MIN,1,4,2,6,9,Kimbrel,Jax
2024,2024-04-17,1,BOS,CLE,1,2,0,2,9,Houck,Lively
2024,2024-04-17,1,CHW,KCR,0,2,4,6,9,Anderson,Kopech
2024,2024-04-17,2,CHW,KCR,1,2,1,3,9,Fedde,Wacha
2024,2024-04-17,1,DET,TEX,0,4,5,9,9,Yates,Miller
2024,2024-04-17,1,HOU,ATL,0,4,5,9,10,Minter,Martinez
2024,2024-04-17,1,LAD,WSN,0,0,2,2,9,Irvin,Knack
2024,2024-04-17,1,MIA,SFG,0,1,3,4,9,Winn,Cronin
2024,2024-04-17,1,MIL,SDP,1,1,0,1,9,Uribe,King
2024,2024-04-17,1,NYM,PIT,1,9,1,10,9,Severino,Falter
2024,2024-04-17,1,OAK,STL,1,6,3,9,9,Blackburn,Matz
2024,2024-04-17,1,PHI,COL,1,7,6,13,9,Sánchez,Feltner
2024,2024-04-17,1,SEA,CIN,1,5,1,6,9,Miller,Abbott
2024,2024-04-17,1,TBR,LAA,0,4,5,9,9,Strickland,Fairbanks
2024,2024-04-17,1,TOR,NYY,0,4,6,10,9,González,Swanson
2024,2024-04-18,1,BOS,CLE,0,4,5,9,9,Carrasco,Criswell
2024,2024-04-18,1,DET,TEX,0,7,9,16,9,Leclerc,Miller
2024,2024-04-18,1,SFG,ARI,1,5,0,5,9,Webb,Allen
2024,2024-04-18,1,TBR,LAA,1,2,1,3,9,Pepiot,Canning
2024,2024-04-19,1,ATL,TEX,1,8,3,11,9,Sale,Latz
2024,2024-04-19,1,CHC,MIA,1,8,3,11,9,Taillon,Puk
2024,2024-04-19,1,CIN,LAA,1,7,1,8,9,Lodolo,Anderson
2024,2024-04-19,1,CLE,OAK,1,10,2,12,9,McKenzie,Boyle
2024,2024-04-19,1,KCR,BAL,1,9,4,13,9,Marsh,Kremer
2024,2024-04-19,1,LAD,NYM,0,4,9,13,9,Garrett,Hudson
2024,2024-04-19,1,MIN,DET,0,4,5,9,9,Chafin,Thielbar
2024,2024-04-19,1,NYY,TBR,1,5,3,8,9,Santana,Devenski
2024,2024-04-19,1,PHI,CHW,1,7,0,7,9,Turnbull,Crochet
2024,2024-04-19,1,PIT,BOS,0,1,8,9,9,Bello,Priester
2024,2024-04-19,1,SDP,TOR,0,1,5,6,9,Francis,Waldron
2024,2024-04-19,1,SFG,ARI,0,1,17,18,9,Montgomery,Snell
2024,2024-04-19,1,STL,MIL,0,1,2,3,10,Payamps,Helsley
2024,2024-04-19,1,WSN,HOU,0,3,5,8,9,Verlander,Gore
2024,2024-04-20,1,ATL,TEX,1,5,2,7,9,Morton,Eovaldi
2024,2024-04-20,1,CHC,MIA,0,2,3,5,9,Faucher,Alzolay
2024,2024-04-20,2,CHC,MIA,1,5,3,8,9,Imanaga,Bender
2024,2024-04-20,1,CIN,LAA,1,7,5,12,9,Ashcraft,Sandoval
2024,2024-04-20,1,CLE,OAK,1,6,3,9,9,Allen,Wood
2024,2024-04-20,1,COL,SEA,0,0,7,7,9,Castillo,Hudson
2024,2024-04-20,1,KCR,BAL,0,7,9,16,9,Burnes,Ragans
2024,2024-04-20,1,LAD,NYM,0,4,6,10,9,Tonkin,Yarbrough
2024,2024-04-20,1,MIN,DET,1,4,3,7,9,Ober,Olson
2024,2024-04-20,1,NYY,TBR,0,0,2,2,10,Adam,Ferguson
2024,2024-04-20,1,PHI,CHW,1,9,5,14,9,Wheeler,Soroka
2024,2024-04-20,1,PIT,BOS,0,2,4,6,9,Crawford,Keller
2024,2024-04-20,1,SDP,TOR,0,2,5,7,9,Berríos,Vásquez
2024,2024-04-20,1,SFG,ARI,1,7,3,10,9,Walker,Gallen
2024,2024-04-20,1,STL,MIL,0,5,12,17,9,Wilson,Mikolas
2024,2024-04-20,1,WSN,HOU,1,5,4,9,10,Finnegan,Martinez
2024,2024-04-21,1,ATL,TEX,0,4,6,10,9,Lorenzen,Vines
2024,2024-04-21,1,CHC,MIA,0,3,6,9,9,Cabrera,Hendricks
2024,2024-04-21,1,CIN,LAA,1,3,0,3,9,Pagán,Soriano
2024,2024-04-21,1,CLE,OAK,1,6,2,8,9,Bibee,Stripling
2024,2024-04-21,1,COL,SEA,1,2,1,3,10,Lawrence,Muñoz
2024,2024-04-21,2,COL,SEA,0,2,10,12,9,Hancock,Lambert
2024,2024-04-21,1,KCR,BAL,0,0,5,5,9,Irvin,Lugo
2024,2024-04-21,1,LAD,NYM,1,10,0,10,9,Glasnow,Houser
2024,2024-04-21,1,MIN,DET,0,1,6,7,9,Mize,Varland
2024,2024-04-21,1,NYY,TBR,1,5,4,9,9,Gil,Civale
2024,2024-04-21,1,PHI,CHW,1,8,2,10,9,Nola,Nastrini
2024,2024-04-21,1,PIT,BOS,0,1,6,7,9,Slaten,Pérez
2024,2024-04-21,1,SDP,TOR,1,6,3,9,9,Musgrove,Bassitt
2024,2024-04-21,1,SFG,ARI,0,3,5,8,9,Cecconi,Miller
2024,2024-04-21,1,STL,MIL,0,0,2,2,9,Hudson,Gray
2024,2024-04-21,1,WSN,HOU,1,6,0,6,9,Parker,Brown
2024,2024-04-22,1,ATL,MIA,1,3,0,3,9,Elder,Weathers
2024,2024-04-22,1,CIN,PHI,0,0,7,7,9,Suarez,Greene
2024,2024-04-22,1,COL,SDP,0,1,3,4,9,Cease,Mears
2024,2024-04-22,1,KCR,TOR,0,3,5,8,9,Kikuchi,Singer
2024,2024-04-22,1,LAA,BAL,0,2,4,6,9,Suárez,Detmers
2024,2024-04-22,1,MIN,CHW,1,7,0,7,9,Paddack,Cannon
2024,2024-04-22,1,NYY,OAK,0,0,2,2,9,Erceg,González
2024,2024-04-22,1,PIT,MIL,1,4,2,6,9,Jones,Ross
2024,2024-04-22,1,SFG,NYM,1,5,2,7,9,Winn,Quintana
2024,2024-04-22,1,STL,ARI,1,5,3,8,9,Helsley,Thompson
2024,2024-04-22,1,TBR,DET,0,1,7,8,9,Skubal,Littell
2024,2024-04-23,1,ATL,MIA,1,5,0,5,9,Fried,Rogers
2024,2024-04-23,1,CHC,HOU,1,7,2,9,9,Wicks,France
2024,2024-04-23,1,CIN,PHI,1,8,1,9,9,Cruz,Sánchez
2024,2024-04-23,1,CLE,BOS,1,4,1,5,9,Barlow,Houck
2024,2024-04-23,1,COL,SDP,1,7,4,11,9,Beeks,King
2024,2024-04-23,1,KCR,TOR,1,3,2,5,9,Stratton,Gausman
2024,2024-04-23,1,LAA,BAL,1,7,4,11,9,Canning,Rodriguez
2024,2024-04-23,1,MIN,CHW,1,6,5,11,9,Jackson,Wilson
2024,2024-04-23,1,NYY,OAK,1,4,3,7,9,Stroman,Blackburn
2024,2024-04-23,1,PIT,MIL,1,2,1,3,9,Falter,Myers
2024,2024-04-23,1,SFG,NYM,1,5,1,6,9,Webb,Severino
