season,date,dh_game,home_team_br,away_team_br,home_win,home_runs,away_runs,total_runs,innings,winning_pitcher,losing_pitcher
2024,2024-07-03,1,SEA,BAL,0,1,4,5,9,Kremer,Gilbert
2024,2024-07-03,1,TEX,SDP,0,4,6,10,9,Morejón,Dunning
2024,2024-07-03,1,TOR,HOU,0,2,9,11,9,Scott,Pop
2024,2024-07-03,1,WSN,NYM,1,7,5,12,9,Barnes,Diekman
2024,2024-07-04,1,ATL,SFG,0,2,4,6,9,Webb,Morton
2024,2024-07-04,1,CHC,PHI,1,10,2,12,9,Taillon,Sánchez
2024,2024-07-04,1,CLE,CHW,1,8,4,12,9,Lively,Shuster
2024,2024-07-04,1,COL,MIL,1,4,3,7,9,Molina,Myers
2024,2024-07-04,1,KCR,TBR,0,8,10,18,9,Eflin,Marsh
2024,2024-07-04,1,LAD,ARI,0,3,9,12,9,Martinez,Knack
2024,2024-07-04,1,MIA,BOS,0,5,6,11,12,Kelly,Andriese
2024,2024-07-04,1,MIN,DET,1,12,3,15,7,Ober,Maeda
2024,2024-07-04,1,NYY,CIN,0,4,8,12,9,Montas,Stroman
2024,2024-07-04,1,OAK,LAA,1,5,0,5,9,Sears,Contreras
2024,2024-07-04,1,PIT,STL,0,2,3,5,10,King,Santana
2024,2024-07-04,1,SEA,BAL,1,7,3,10,9,Stanek,Baker
2024,2024-07-04,1,TEX,SDP,0,1,3,4,9,King,Scherzer
2024,2024-07-04,1,TOR,HOU,0,3,5,8,9,Valdez,Bassitt
2024,2024-07-04,1,WSN,NYM,1,1,0,1,9,Irvin,Houser
2024,2024-07-05,1,ATL,PHI,0,6,8,14,9,Nola,Fried
2024,2024-07-05,1,CHC,LAA,1,5,1,6,9,Steele,Canning
2024,2024-07-05,1,CIN,DET,0,4,5,9,9,Olson,Spiers
2024,2024-07-05,1,CLE,SFG,0,2,4,6,9,Walker,Bibee
2024,2024-07-05,1,COL,KCR,1,4,2,6,9,Vodnik,Schreiber
2024,2024-07-05,1,LAD,MIL,1,8,5,13,9,Hudson,Peguero
2024,2024-07-05,1,MIA,CHW,0,2,3,5,9,Thorpe,Hoeing
2024,2024-07-05,1,MIN,HOU,0,12,13,25,9,King,López
2024,2024-07-05,1,NYY,BOS,0,3,5,8,10,Slaten,Kahnle
2024,2024-07-05,1,OAK,BAL,0,2,3,5,9,Suárez,Harris
2024,2024-07-05,1,PIT,NYM,1,14,2,16,9,Skenes,Severino
2024,2024-07-05,1,SDP,ARI,1,10,8,18,9,Kolek,Sewald
2024,2024-07-05,1,SEA,TOR,1,2,1,3,9,Castillo,Gausman
2024,2024-07-05,1,TEX,TBR,1,3,0,3,9,Lorenzen,Baz
2024,2024-07-05,1,WSN,STL,0,6,7,13,11,Helsley,Floro
2024,2024-07-06,1,ATL,PHI,1,5,1,6,9,Schwellenbach,Suarez
2024,2024-07-06,1,CHC,LAA,0,0,7,7,9,Anderson,Hendricks
2024,2024-07-06,1,CIN,DET,0,3,5,8,9,Miller,Cruz
2024,2024-07-06,1,CLE,SFG,1,5,4,9,9,Avila,Harrison
2024,2024-07-06,1,COL,KCR,1,3,1,4,9,Gomber,Lugo
2024,2024-07-06,1,LAD,MIL,1,5,3,8,9,Phillips,Hudson
2024,2024-07-06,1,MIA,CHW,1,4,3,7,9,Brazobán,Soroka
2024,2024-07-06,1,MIN,HOU,1,9,3,12,9,Ryan,Brown
2024,2024-07-06,1,NYY,BOS,1,14,4,18,9,Hill,Bernardino
2024,2024-07-06,1,OAK,BAL,1,19,8,27,9,Medina,Povich
2024,2024-07-06,1,PIT,NYM,0,2,5,7,9,Buttó,Falter
2024,2024-07-06,1,SDP,ARI,0,5,7,12,10,Thompson,Peralta
2024,2024-07-06,1,SEA,TOR,0,4,5,9,9,Rodríguez,Hancock
2024,2024-07-06,1,TEX,TBR,1,4,3,7,9,Hernández,Kelly
2024,2024-07-06,1,WSN,STL,1,14,6,20,9,Barnes,Lynn
2024,2024-07-07,1,ATL,PHI,1,6,0,6,9,López,Mercado
2024,2024-07-07,1,CHC,LAA,1,5,0,5,9,Wesneski,Soriano
2024,2024-07-07,1,CIN,DET,0,1,5,6,9,Skubal,Ashcraft
2024,2024-07-07,1,CLE,SFG,1,5,4,9,9,Smith,Hjelle
2024,2024-07-07,1,COL,KCR,0,1,10,11,9,Singer,Gordon
2024,2024-07-07,1,LAD,MIL,0,2,9,11,9,Junis,Wrobleski
2024,2024-07-07,1,MIA,CHW,1,7,4,11,9,Chargois,Kopech
2024,2024-07-07,1,MIN,HOU,1,3,2,5,9,Duran,Hader
2024,2024-07-07,1,NYY,BOS,0,0,3,3,9,Crawford,Gil
2024,2024-07-07,1,OAK,BAL,0,3,6,9,9,Rodriguez,Spence
2024,2024-07-07,1,PIT,NYM,0,2,3,5,9,Díaz,Chapman
2024,2024-07-07,1,SDP,ARI,0,1,9,10,9,Nelson,Cease
2024,2024-07-07,1,SEA,TOR,0,4,5,9,10,Green,Snider
2024,2024-07-07,1,TEX,TBR,1,13,2,15,9,Eovaldi,Littell
2024,2024-07-07,1,WSN,STL,0,3,8,11,9,Gibson,Herz
2024,2024-07-08,1,ARI,ATL,0,4,5,9,11,Iglesias,Martinez
2024,2024-07-08,1,CHW,MIN,0,6,8,14,11,Duran,Shuster
2024,2024-07-08,1,CIN,COL,1,6,0,6,9,Abbott,Feltner
2024,2024-07-08,1,DET,CLE,1,1,0,1,9,Holton,Barlow
2024,2024-07-08,1,LAA,TEX,0,4,9,13,9,Gray,Daniel
2024,2024-07-08,1,PIT,NYM,1,8,2,10,9,Keller,Orze
2024,2024-07-08,1,WSN,STL,0,0,6,6,9,Mikolas,Parker
2024,2024-07-09,1,ARI,ATL,0,2,6,8,9,Sale,Gallen
2024,2024-07-09,1,BAL,CHC,0,2,9,11,9,Taillon,Kremer
2024,2024-07-09,1,BOS,OAK,1,12,9,21,9,Bello,Estes
2024,2024-07-09,1,CIN,COL,1,12,6,18,9,Martinez,Quantrill
2024,2024-07-09,1,DET,CLE,0,8,9,17,10,Barlow,Vest
2024,2024-07-09,1,HOU,MIA,1,4,3,7,9,Blanco,Brazobán
2024,2024-07-09,1,LAA,TEX,0,4,5,9,9,Leclerc,Garcia
2024,2024-07-09,1,MIL,PIT,0,2,12,14,9,Priester,Rea
2024,2024-07-09,1,NYM,WSN,1,7,5,12,9,Quintana,Irvin
2024,2024-07-09,1,PHI,LAD,1,10,1,11,9,Wheeler,Miller
2024,2024-07-09,1,SDP,SEA,0,3,8,11,9,Gilbert,Mazur
2024,2024-07-09,1,SFG,TOR,1,4,3,7,9,Miller,Richards
2024,2024-07-09,1,TBR,NYY,1,5,3,8,9,Pepiot,Rodón
2024,2024-07-10,1,ARI,ATL,1,7,5,12,9,Thompson,Jiménez
2024,2024-07-10,1,BAL,CHC,0,0,4,4,9,Imanaga,Burnes
2024,2024-07-10,1,BOS,OAK,0,2,5,7,9,Sears,Pivetta
2024,2024-07-10,1,CHW,MIN,1,3,1,4,9,Fedde,Ober
2024,2024-07-10,2,CHW,MIN,0,2,3,5,9,Okert,Soroka
2024,2024-07-10,1,CIN,COL,0,5,6,11,9,Freeland,Montas
2024,2024-07-10,1,DET,CLE,1,5,4,9,9,Olson,Bibee
2024,2024-07-10,1,HOU,MIA,1,9,1,10,9,Valdez,Hoeing
2024,2024-07-10,1,LAA,TEX,1,7,2,9,9,Crouse,Lorenzen
2024,2024-07-10,1,MIL,PIT,1,9,0,9,9,Myers,Pérez
2024,2024-07-10,1,NYM,WSN,1,6,2,8,9,Severino,Corbin
2024,2024-07-10,1,PHI,LAD,1,4,3,7,9,Sánchez,Stone
2024,2024-07-10,1,SDP,SEA,0,0,2,2,9,Miller,King
2024,2024-07-10,1,SFG,TOR,0,6,10,16,9,Bassitt,Webb
2024,2024-07-10,1,STL,KCR,0,4,6,10,9,Marsh,Pallante
2024,2024-07-10,2,STL,KCR,0,5,8,13,9,Wacha,Graceffo
2024,2024-07-10,1,TBR,NYY,0,1,2,3,9,Hill,Eflin
2024,2024-07-11,1,ARI,ATL,1,1,0,1,9,Pfaadt,Fried
2024,2024-07-11,1,BAL,CHC,0,0,8,8,9,Steele,Suárez
2024,2024-07-11,1,BOS,OAK,1,7,0,7,9,Houck,Medina
2024,2024-07-11,1,CIN,COL,1,8,1,9,9,Greene,Gomber
2024,2024-07-11,1,DET,CLE,1,10,1,11,9,Flaherty,Howard
2024,2024-07-11,1,HOU,MIA,1,6,3,9,9,Scott,Muñoz
2024,2024-07-11,1,LAA,SEA,0,0,11,11,9,Castillo,Kochanowicz
2024,2024-07-11,1,MIL,PIT,0,0,1,1,9,Skenes,Civale
2024,2024-07-11,1,NYM,WSN,1,7,0,7,9,Peterson,Gore
2024,2024-07-11,1,PHI,LAD,1,5,1,6,9,Nola,Banda
2024,2024-07-11,1,SFG,TOR,0,3,5,8,9,Gausman,Hicks
2024,2024-07-11,1,TBR,NYY,1,5,4,9,9,Kelly,Cortés
2024,2024-07-12,1,ARI,TOR,1,5,4,9,9,Martinez,Green
2024,2024-07-12,1,BAL,NYY,0,1,4,5,9,Cole,Povich
2024,2024-07-12,1,BOS,KCR,0,1,6,7,9,Ragans,Criswell
2024,2024-07-12,1,CHW,PIT,0,1,4,5,9,Gonzales,Cannon
2024,2024-07-12,1,CIN,MIA,1,7,4,11,9,Spiers,Chirinos
2024,2024-07-12,1,DET,LAD,0,3,4,7,9,Petersen,Foley
2024,2024-07-12,1,HOU,TEX,1,6,3,9,9,Brown,Heaney
2024,2024-07-12,1,LAA,SEA,1,6,5,11,10,Crouse,Voth
2024,2024-07-12,1,MIL,WSN,0,2,5,7,9,Garcia,Peralta
2024,2024-07-12,1,NYM,COL,1,7,6,13,9,Manaea,Gordon
2024,2024-07-12,1,PHI,OAK,0,2,6,8,9,Bido,Suarez
2024,2024-07-12,1,SDP,ATL,0,1,6,7,9,Schwellenbach,Waldron
2024,2024-07-12,1,SFG,MIN,1,7,1,8,9,Harrison,Ryan
2024,2024-07-12,1,STL,CHC,0,1,5,6,9,Hendricks,Gray
2024,2024-07-12,1,TBR,CLE,1,2,0,2,9,Bradley,Carrasco
2024,2024-07-13,1,ARI,TOR,1,12,1,13,9,Díaz,Berríos
2024,2024-07-13,1,BAL,NYY,0,1,6,7,9,Gil,Rodriguez
2024,2024-07-13,1,BOS,KCR,1,5,0,5,9,Crawford,Lugo
2024,2024-07-13,1,CHW,PIT,0,2,6,8,9,Nicolas,Flexen
2024,2024-07-13,1,CIN,MIA,1,10,6,16,9,Moll,Cabrera
2024,2024-07-13,1,DET,LAD,1,11,9,20,10,Vest,Ramírez
2024,2024-07-13,1,HOU,TEX,0,1,2,3,10,Robertson,Scott
2024,2024-07-13,1,LAA,SEA,1,2,1,3,9,Soriano,Kirby
2024,2024-07-13,1,MIL,WSN,0,5,6,11,9,Law,Megill
2024,2024-07-13,1,NYM,COL,1,7,3,10,9,Buttó,Feltner
2024,2024-07-13,1,PHI,OAK,1,11,5,16,9,Phillips,Spence
2024,2024-07-13,1,SDP,ATL,1,4,0,4,9,Cease,López
2024,2024-07-13,1,SFG,MIN,0,2,4,6,9,Sands,Rogers
2024,2024-07-13,1,STL,CHC,1,11,3,14,9,Lynn,Wesneski
2024,2024-07-13,2,STL,CHC,1,5,4,9,9,Romero,Hodge
2024,2024-07-13,1,TBR,CLE,0,2,4,6,9,Sandlin,Cleavinger
2024,2024-07-14,1,ARI,TOR,0,7,8,15,9,Richards,Ginkel
2024,2024-07-14,1,BAL,NYY,1,6,5,11,9,Kimbrel,Holmes
2024,2024-07-14,1,BOS,KCR,1,5,4,9,9,Bello,Singer
2024,2024-07-14,1,CHW,PIT,0,4,9,13,9,Priester,Kuhl
2024,2024-07-14,1,CIN,MIA,0,2,3,5,9,Puk,Cruz
2024,2024-07-14,1,DET,LAD,1,4,3,7,9,Faedo,Ramírez
2024,2024-07-14,1,HOU,TEX,0,2,4,6,9,Sborz,Blanco
2024,2024-07-14,1,LAA,SEA,1,3,2,5,9,Crouse,Voth
2024,2024-07-14,1,MIL,WSN,1,9,3,12,9,Rea,Irvin
2024,2024-07-14,1,NYM,COL,0,5,8,13,9,Lawrence,Quintana
2024,2024-07-14,1,PHI,OAK,0,3,18,21,9,Estes,Mercado
2024,2024-07-14,1,SDP,ATL,0,3,6,9,9,Sale,Vásquez
2024,2024-07-14,1,SFG,MIN,1,3,2,5,9,Walker,Duran
2024,2024-07-14,1,STL,CHC,0,3,8,11,9,Taillon,Mikolas
2024,2024-07-14,1,TBR,CLE,1,2,0,2,9,Pepiot,Lively
2024,2024-07-19,1,CHC,ARI,0,2,5,7,9,Nelson,Steele
2024,2024-07-19,1,CLE,SDP,1,7,0,7,9,Bibee,Waldron
2024,2024-07-19,1,COL,SFG,1,7,3,10,9,Beeks,Rogers
2024,2024-07-19,1,KCR,CHW,1,7,1,8,9,Wacha,Flexen
2024,2024-07-19,1,LAD,BOS,1,4,1,5,9,Yarbrough,Bernardino
2024,2024-07-19,1,MIA,NYM,1,6,4,10,9,Bender,Manaea
2024,2024-07-19,1,NYY,TBR,1,6,1,7,9,Cole,Eflin
2024,2024-07-19,1,OAK,LAA,1,13,3,16,9,Sears,Canning
2024,2024-07-19,1,PIT,PHI,1,8,7,15,9,Mlodzinski,Alvarado
2024,2024-07-19,1,SEA,HOU,0,0,3,3,9,Brown,Castillo
2024,2024-07-19,1,TEX,BAL,0,1,9,10,9,Burnes,Eovaldi
2024,2024-07-19,1,TOR,DET,0,4,5,9,9,Flaherty,Bassitt
2024,2024-07-19,1,WSN,CIN,1,8,5,13,9,Corbin,Montas
2024,2024-07-20,1,ATL,STL,1,3,2,5,10,Johnson,Roycroft
2024,2024-07-20,2,ATL,STL,0,5,9,14,9,Gray,Elder
2024,2024-07-20,1,CHC,ARI,0,0,3,3,9,Gallen,Hendricks
2024,2024-07-20,1,CLE,SDP,0,0,7,7,9,Cease,Williams
2024,2024-07-20,1,COL,SFG,1,4,3,7,9,Freeland,Webb
2024,2024-07-20,1,KCR,CHW,1,6,1,7,9,Singer,Cannon
2024,2024-07-20,1,LAD,BOS,1,7,6,13,11,Treinen,Weissert
2024,2024-07-20,1,MIA,NYM,0,0,1,1,9,Severino,Muñoz
2024,2024-07-20,1,MIN,MIL,0,4,8,12,12,Junis,Okert
2024,2024-07-20,1,NYY,TBR,0,1,9,10,9,Bradley,Cortés
2024,2024-07-20,1,OAK,LAA,1,8,2,10,9,Spence,Kochanowicz
2024,2024-07-20,1,PIT,PHI,1,4,1,5,9,Ortiz,Sánchez
2024,2024-07-20,1,SEA,HOU,0,2,4,6,9,Scott,Stanek
2024,2024-07-20,1,TEX,BAL,0,4,8,12,9,Rodriguez,Scherzer
2024,2024-07-20,1,TOR,DET,0,3,7,10,9,Faedo,Kikuchi
2024,2024-07-20,1,WSN,CIN,1,5,4,9,9,Law,Wilson
2024,2024-07-21,1,ATL,STL,0,2,6,8,9,Mikolas,Schwellenbach
2024,2024-07-21,1,CHC,ARI,1,2,1,3,10,Neris,Mantiply
2024,2024-07-21,1,CLE,SDP,0,1,2,3,9,King,Lively
2024,2024-07-21,1,COL,SFG,0,2,3,5,9,Birdsong,Feltner
2024,2024-07-21,1,KCR,CHW,1,4,1,5,9,Lugo,Brebbia
2024,2024-07-21,1,LAD,BOS,1,9,6,15,9,Paxton,Crawford
2024,2024-07-21,1,MIA,NYM,1,4,2,6,9,Cronin,Scott
2024,2024-07-21,1,MIN,MIL,0,7,8,15,9,Koenig,Jax
2024,2024-07-21,1,NYY,TBR,0,4,6,10,9,Cleavinger,Stroman
2024,2024-07-21,1,OAK,LAA,0,5,8,13,9,Garcia,Erceg
2024,2024-07-21,1,PIT,PHI,0,0,6,6,9,Phillips,Gonzales
2024,2024-07-21,1,SEA,HOU,1,6,4,10,9,Woo,Blanco
2024,2024-07-21,1,TEX,BAL,1,3,2,5,9,Heaney,Kremer
2024,2024-07-21,1,TOR,DET,1,5,4,9,9,Gausman,Montero
2024,2024-07-21,1,WSN,CIN,1,5,2,7,9,Garcia,Sims
2024,2024-07-22,1,ATL,CIN,0,1,4,5,9,Greene,López
2024,2024-07-22,1,CHC,MIL,1,3,1,4,9,Smyly,Myers
2024,2024-07-22,1,CLE,DET,0,2,8,10,9,Skubal,Carrasco
2024,2024-07-22,1,COL,BOS,1,9,8,17,12,Lawrence,Horn
2024,2024-07-22,1,KCR,ARI,1,10,4,14,9,Ragans,Díaz
2024,2024-07-22,1,LAD,SFG,1,3,2,5,9,Treinen,Miller
2024,2024-07-22,1,MIA,NYM,0,4,6,10,9,Peterson,Chirinos
2024,2024-07-22,1,MIN,PHI,1,7,2,9,9,Ober,Suarez
2024,2024-07-22,1,NYY,TBR,1,9,1,10,9,Rodón,Littell
2024,2024-07-22,1,OAK,HOU,1,4,0,4,9,Harris,Arrighetti
2024,2024-07-22,1,PIT,STL,1,2,1,3,9,Chapman,King
2024,2024-07-22,1,SEA,LAA,0,1,3,4,9,Garcia,Thornton
2024,2024-07-22,1,TEX,CHW,1,4,3,7,10,Hernández,Wilson
2024,2024-07-23,1,CHC,MIL,0,0,1,1,9,Peguero,Taillon
2024,2024-07-23,1,CLE,DET,1,5,4,9,9,Smith,Wentz
2024,2024-07-23,1,COL,BOS,0,0,6,6,9,Criswell,Blach
2024,2024-07-23,1,KCR,ARI,0,2,6,8,9,Montgomery,Marsh
2024,2024-07-23,1,LAD,SFG,1,5,2,7,9,Knack,Hicks
2024,2024-07-23,1,MIA,BAL,1,6,3,9,9,Puk,Suárez
2024,2024-07-23,1,MIN,PHI,0,0,3,3,9,Soto,Duran
2024,2024-07-23,1,NYY,NYM,0,2,3,5,9,Quintana,Tonkin
2024,2024-07-23,1,OAK,HOU,1,8,2,10,9,Bido,Bloss
2024,2024-07-23,1,PIT,STL,0,1,2,3,9,Fernandez,Skenes
2024,2024-07-23,1,SEA,LAA,0,1,5,6,9,Soriano,Gilbert
2024,2024-07-23,1,TEX,CHW,1,3,2,5,9,Gray,Crochet
2024,2024-07-23,1,TOR,TBR,0,2,4,6,9,Alexander,Berríos
2024,2024-07-23,1,WSN,SDP,0,0,4,4,9,Vásquez,Herz
2024,2024-07-24,1,ATL,CIN,0,4,9,13,9,Moll,Winans
2024,2024-07-24,1,CHC,MIL,0,2,3,5,9,Junis,Neris
2024,2024-07-24,1,CLE,DET,1,2,1,3,9,Gaddis,Brieske
2024,2024-07-24,1,COL,BOS,1,20,7,27,9,Quantrill,Pivetta
2024,2024-07-24,1,KCR,ARI,0,6,8,14,9,Mantiply,McArthur
2024,2024-07-24,1,LAD,SFG,0,3,8,11,9,Ray,Glasnow
2024,2024-07-24,1,MIA,BAL,1,6,3,9,9,Nardi,Webb
2024,2024-07-24,1,MIN,PHI,1,5,4,9,9,Duran,Soto
2024,2024-07-24,1,NYY,NYM,0,3,12,15,9,Ottavino,Cole
2024,2024-07-24,1,OAK,HOU,0,1,8,9,9,Brown,Sears
2024,2024-07-24,1,PIT,STL,1,5,0,5,9,Pérez,Liberatore
2024,2024-07-24,1,SEA,LAA,0,1,2,3,9,Crouse,Santos
2024,2024-07-24,1,TEX,CHW,1,10,2,12,9,Eovaldi,Flexen
2024,2024-07-24,1,TOR,TBR,1,6,3,9,9,Cabrera,Adam
2024,2024-07-24,1,WSN,SDP,0,3,12,15,9,Waldron,Parker
2024,2024-07-25,1,CLE,DET,0,0,3,3,9,Lucas,Williams
2024,2024-07-25,1,LAA,OAK,0,5,6,11,9,Stripling,Rosenberg
2024,2024-07-25,1,LAD,SFG,1,6,4,10,9,Treinen,Rogers
2024,2024-07-25,1,MIA,BAL,0,6,7,13,10,Cano,Faucher
2024,2024-07-25,1,NYM,ATL,1,3,2,5,10,Maton,Johnson
2024,2024-07-25,1,TEX,CHW,1,2,1,3,9,Scherzer,Cannon
2024,2024-07-25,1,TOR,TBR,0,0,13,13,9,Bradley,Bassitt
2024,2024-07-25,1,WSN,SDP,0,0,3,3,9,Cease,Corbin
2024,2024-07-26,1,ARI,PIT,1,4,3,7,9,Gallen,Mlodzinski
2024,2024-07-26,1,BAL,SDP,0,4,6,10,9,Suarez,Kimbrel
2024,2024-07-26,1,BOS,NYY,1,9,7,16,9,Horn,Weaver
2024,2024-07-26,1,CHW,SEA,0,0,10,10,9,Kirby,Thorpe
2024,2024-07-26,1,DET,MIN,0,3,9,12,9,López,Montero
2024,2024-07-26,1,HOU,LAD,1,5,0,5,9,Valdez,Stone
2024,2024-07-26,1,KCR,CHC,1,6,0,6,9,Singer,Hendricks
2024,2024-07-26,1,LAA,OAK,0,4,5,9,9,Blackburn,Crouse
2024,2024-07-26,1,MIL,MIA,0,2,6,8,9,Rogers,Peralta
2024,2024-07-26,1,NYM,ATL,1,8,4,12,9,Senga,Morton
2024,2024-07-26,1,PHI,CLE,0,1,3,4,9,Lively,Sánchez
2024,2024-07-26,1,SFG,COL,1,11,4,15,9,Harrison,Freeland
2024,2024-07-26,1,STL,WSN,0,8,10,18,10,Barnes,Fernandez
2024,2024-07-26,1,TBR,CIN,0,2,3,5,10,Martinez,Rodríguez
2024,2024-07-26,1,TOR,TEX,1,6,5,11,9,Green,Sborz
2024,2024-07-27,1,ARI,PIT,1,9,5,14,9,Pfaadt,Priester
2024,2024-07-27,1,BAL,SDP,0,4,9,13,9,King,Kremer
2024,2024-07-27,1,BOS,NYY,0,8,11,19,10,Holmes,Anderson
2024,2024-07-27,1,CHW,SEA,0,3,6,9,9,Snider,Fedde
2024,2024-07-27,1,DET,MIN,1,7,2,9,9,Skubal,Ryan
2024,2024-07-27,1,HOU,LAD,1,7,6,13,9,Hader,Treinen
2024,2024-07-27,1,KCR,CHC,0,4,9,13,9,Merryweather,Lugo
2024,2024-07-27,1,LAA,OAK,0,1,3,4,9,Spence,Anderson
2024,2024-07-27,1,MIL,MIA,0,3,7,10,9,Hoeing,Koenig
2024,2024-07-27,1,NYM,ATL,0,0,4,4,9,Schwellenbach,Megill
2024,2024-07-27,1,PHI,CLE,1,8,0,8,9,Phillips,Carrasco
2024,2024-07-27,1,SFG,COL,1,4,1,5,9,Walker,Lawrence
2024,2024-07-27,2,SFG,COL,1,5,0,5,9,Birdsong,Gordon
2024,2024-07-27,1,STL,WSN,0,3,14,17,9,Irvin,Gibson
2024,2024-07-27,1,TBR,CIN,1,4,0,4,9,Littell,Abbott
2024,2024-07-27,1,TOR,TEX,1,7,3,10,9,Gausman,Lorenzen
2024,2024-07-28,1,ARI,PIT,0,5,6,11,10,Chapman,Martinez
2024,2024-07-28,1,BAL,SDP,1,8,6,14,9,Pérez,Vásquez
2024,2024-07-28,1,BOS,NYY,0,2,8,10,9,Rodón,Houck
2024,2024-07-28,1,CHW,SEA,0,3,6,9,9,Miller,Crochet
2024,2024-07-28,1,DET,MIN,0,0,5,5,9,Ober,Faedo
2024,2024-07-28,1,HOU,LAD,0,2,6,8,9,Ryan,Arrighetti
2024,2024-07-28,1,KCR,CHC,0,3,7,10,9,Assad,Ragans
2024,2024-07-28,1,LAA,OAK,1,8,6,14,9,Contreras,Bido
2024,2024-07-28,1,MIL,MIA,1,6,2,8,9,Junis,Tyler
2024,2024-07-28,1,NYM,ATL,0,2,9,11,9,Lee,Peterson
2024,2024-07-28,1,PHI,CLE,0,3,4,7,9,Herrin,Alvarado
2024,2024-07-28,1,SFG,COL,1,5,4,9,9,Rodríguez,Gomber
2024,2024-07-28,1,STL,WSN,1,4,3,7,9,Helsley,Floro
2024,2024-07-28,1,TBR,CIN,1,2,1,3,9,Cleavinger,Cruz
2024,2024-07-28,1,TOR,TEX,1,7,3,10,9,Berríos,Hernández
2024,2024-07-29,1,ARI,WSN,1,9,8,17,9,Mantiply,Finnegan
2024,2024-07-29,1,BAL,TOR,1,11,5,16,9,Eflin,Rodríguez
2024,2024-07-29,2,BAL,TOR,0,4,8,12,9,Francis,Povich
2024,2024-07-29,1,BOS,SEA,1,14,7,21,9,Pivetta,Gilbert
2024,2024-07-29,1,CHW,KCR,0,5,8,13,9,Stratton,Brebbia
2024,2024-07-29,1,CIN,CHC,1,7,1,8,9,Spiers,Taillon
2024,2024-07-29,1,DET,CLE,0,4,8,12,9,Bibee,Brieske
2024,2024-07-29,1,HOU,PIT,0,3,5,8,9,Chapman,Hader
2024,2024-07-29,1,MIL,ATL,1,8,3,11,9,Milner,Chavez
2024,2024-07-29,1,NYM,MIN,1,15,2,17,9,Quintana,Woods Richardson
2024,2024-07-29,1,PHI,NYY,0,4,14,18,9,Gil,Wheeler
2024,2024-07-29,1,STL,TEX,0,3,6,9,9,Eovaldi,Pallante
2024,2024-07-30,1,ARI,WSN,1,17,0,17,9,Nelson,Corbin
2024,2024-07-30,1,BAL,TOR,1,6,2,8,9,Burnes,Bassitt
2024,2024-07-30,1,BOS,SEA,0,6,10,16,9,Castillo,Paxton
2024,2024-07-30,1,CHW,KCR,0,3,4,7,9,Wacha,Ellard
2024,2024-07-30,1,CIN,CHC,1,6,3,9,9,Martinez,Steele
2024,2024-07-30,1,DET,CLE,0,0,5,5,9,Williams,Faedo
2024,2024-07-30,1,HOU,PIT,0,2,6,8,9,Falter,Brown
2024,2024-07-30,1,LAA,COL,1,10,7,17,9,Quijada,Bird
2024,2024-07-30,1,MIL,ATL,0,1,5,6,9,Elder,Ross
2024,2024-07-30,1,NYM,MIN,1,2,0,2,9,Manaea,Festa
2024,2024-07-30,1,PHI,NYY,0,6,7,13,12,Tonkin,Kerkering
2024,2024-07-30,1,SDP,LAD,1,6,5,11,10,Suarez,Vesia
2024,2024-07-30,1,SFG,OAK,0,2,5,7,9,Sears,Ray
2024,2024-07-30,1,STL,TEX,1,8,1,9,9,Lynn,Scherzer
2024,2024-07-30,1,TBR,MIA,1,9,3,12,9,Alexander,Cronin
2024,2024-07-31,1,ARI,WSN,1,5,4,9,9,Gallen,Gore
2024,2024-07-31,1,BAL,TOR,1,10,4,14,9,Rodriguez,Espino
2024,2024-07-31,1,BOS,SEA,1,3,2,5,10,Kelly,Díaz
2024,2024-07-31,1,CHW,KCR,0,3,10,13,9,Singer,Thorpe
2024,2024-07-31,1,CIN,CHC,0,4,13,17,9,Hendricks,Lodolo
2024,2024-07-31,1,HOU,PIT,1,5,4,9,9,Valdez,Holderman
2024,2024-07-31,1,LAA,COL,0,1,2,3,9,Freeland,Crouse
2024,2024-07-31,1,MIL,ATL,0,2,6,8,9,Johnson,Koenig
2024,2024-07-31,1,NYM,MIN,0,3,8,11,9,López,Severino
2024,2024-07-31,1,PHI,NYY,0,5,6,11,9,Cortés,Sánchez
2024,2024-07-31,1,SDP,LAD,1,8,1,9,9,Cease,Kershaw
2024,2024-07-31,1,SFG,OAK,1,1,0,1,9,Webb,Stripling
2024,2024-07-31,1,STL,TEX,1,10,1,11,9,McGreevy,Heaney
2024,2024-07-31,1,TBR,MIA,0,2,6,8,9,Muñoz,Bradley
2024,2024-08-01,1,ATL,MIA,1,4,2,6,9,Morton,Meyer
2024,2024-08-01,1,CHC,STL,1,5,4,9,9,Pearson,Helsley
2024,2024-08-01,1,CLE,BAL,1,10,3,13,9,Lively,Rogers
2024,2024-08-01,1,DET,KCR,0,1,7,8,9,Lugo,Montero
2024,2024-08-01,1,LAA,COL,0,4,5,9,10,Vodnik,Crouse
2024,2024-08-02,1,ATL,MIA,1,5,3,8,9,Bummer,Faucher
2024,2024-08-02,1,CHC,STL,1,6,3,9,9,Miller,Fedde
2024,2024-08-02,1,CIN,SFG,0,0,3,3,9,Snell,Abbott
2024,2024-08-02,1,CLE,BAL,1,8,4,12,9,Smith,Kremer
2024,2024-08-02,1,DET,KCR,0,2,9,11,9,Ragans,Skubal
2024,2024-08-02,1,HOU,TBR,1,3,2,5,9,Abreu,Kelly
2024,2024-08-02,1,LAA,NYM,0,1,5,6,9,Blackburn,Anderson
