date,season,game_pk,home_team,away_team,home_sp_id,away_sp_id,home_sp_k9,home_sp_bb9,home_sp_xfip,home_sp_gb_pct,away_sp_k9,away_sp_bb9,away_sp_xfip,away_sp_gb_pct,home_team_wrc_plus,home_team_obp,away_team_wrc_plus,away_team_obp,home_sp_xra9,away_sp_xra9,combined_sp_xra9,home_bullpen_era14,away_bullpen_era14,park_factor,home_sp_fi_ra9,home_sp_fi_bb_rate,away_sp_fi_ra9,away_sp_fi_bb_rate,home_top3_obp,home_top3_iso,away_top3_obp,away_top3_iso,home_win,home_runs,away_runs,total_runs,first_inning_run
2024-07-22,2024,746526,COL,BOS,596295,656557,5.87,0.39,4.24,0.39,7.97,3.98,4.77,0.576,100.8,0.307,85.6,0.279,4.24,4.77,9.01,6.29,6.39,1.12,11.77,0.047,0.6,0.038,0.326,0.184,0.368,0.167,1,9,8,17,0
2024-07-22,2024,746612,CLE,DET,471911,669373,7.78,2.29,4.83,0.438,12.12,1.04,1.92,0.544,108.2,0.339,102.6,0.306,4.83,1.92,6.75,3.63,3.22,0.97,1.38,0.083,1.93,0.038,0.362,0.184,0.306,0.181,0,2,8,10,1
2024-07-22,2024,746850,CHC,MIL,665871,668964,0.0,4.5,13.82,0.516,7.3,1.46,3.19,0.395,100.0,0.315,98.2,0.319,13.82,3.19,17.01,0.79,5.3,0.99,4.15,0.054,5.54,0.113,0.343,0.164,0.363,0.15,1,3,1,4,0
2024-07-22,2024,747095,ATL,CIN,625643,668881,8.02,4.64,4.13,0.381,12.0,3.43,3.15,0.3,91.2,0.276,105.8,0.306,4.13,3.15,7.28,4.83,4.13,1.02,0.0,0.04,2.57,0.088,0.315,0.187,0.339,0.195,0,1,4,5,1
2024-07-22,2024,746034,MIA,NYM,630023,656849,7.11,4.26,6.04,0.324,8.71,4.79,4.5,0.576,92.2,0.312,108.4,0.33,6.04,4.5,10.54,3.94,5.83,0.97,10.8,0.04,0.0,0.097,0.298,0.149,0.345,0.193,0,4,6,10,0
2024-07-23,2024,745475,PIT,STL,694973,458681,12.0,2.0,2.82,0.561,8.02,2.95,5.54,0.317,99.4,0.306,103.9,0.323,2.82,5.54,8.36,3.35,4.78,0.97,2.45,0.026,9.64,0.097,0.329,0.188,0.353,0.188,0,1,2,3,0
2024-07-23,2024,744828,WSN,SDP,687792,681190,10.12,2.7,3.75,0.366,7.04,1.76,3.02,0.383,101.6,0.318,108.6,0.351,3.75,3.02,6.77,4.5,6.14,1.0,0.0,0.0,6.0,0.052,0.345,0.178,0.337,0.108,0,0,4,4,0
2024-07-23,2024,744904,TOR,TBR,621244,542888,7.66,4.03,5.66,0.441,8.1,6.75,6.0,0.294,101.1,0.314,93.7,0.296,5.66,6.0,11.66,7.53,4.65,1.0,3.6,0.065,3.0,0.083,0.359,0.167,0.343,0.179,0,2,4,6,0
2024-07-23,2024,744985,TEX,CHW,592351,676979,3.07,2.45,5.95,0.333,12.54,1.45,1.17,0.558,114.2,0.352,85.8,0.275,5.95,1.17,7.12,3.96,7.53,1.01,6.0,0.109,0.0,0.0,0.343,0.137,0.284,0.166,1,3,2,5,1
2024-07-23,2024,745227,SEA,LAA,669302,667755,8.65,1.38,3.8,0.441,7.53,3.77,5.17,0.605,89.9,0.287,97.4,0.322,3.8,5.17,8.97,4.91,4.2,0.93,4.2,0.05,3.75,0.083,0.337,0.145,0.325,0.113,0,1,5,6,0
2024-07-23,2024,745715,NYY,NYM,661563,500779,9.15,3.48,4.75,0.382,7.99,3.04,5.39,0.537,93.7,0.333,111.5,0.34,4.75,5.39,10.14,2.75,4.35,1.02,1.8,0.111,5.14,0.115,0.399,0.268,0.347,0.196,0,2,3,5,0
2024-07-23,2024,745632,OAK,HOU,674370,814005,5.06,5.06,4.28,0.259,9.0,2.25,5.15,0.417,101.7,0.313,101.7,0.322,4.28,5.15,9.43,4.66,2.83,0.98,4.4,0.085,4.4,0.085,0.319,0.173,0.352,0.182,1,8,2,10,1
2024-07-23,2024,746036,MIA,BAL,667725,544150,6.07,5.4,4.8,0.513,6.23,2.49,4.53,0.292,94.5,0.29,102.6,0.314,4.8,4.53,9.33,3.75,3.58,0.97,3.0,0.091,4.5,0.065,0.294,0.164,0.34,0.247,1,6,3,9,1
2024-07-23,2024,745878,MIN,PHI,680573,554430,8.14,3.0,3.72,0.403,9.87,3.12,3.09,0.489,110.4,0.346,101.2,0.31,3.72,3.09,6.81,5.19,8.57,0.99,2.4,0.085,1.29,0.019,0.334,0.179,0.383,0.225,0,0,3,3,0
2024-07-23,2024,746118,LAD,SFG,689017,663855,12.15,1.35,5.78,0.243,9.22,3.29,5.49,0.447,107.8,0.329,94.7,0.285,5.78,5.49,11.27,5.44,5.91,1.01,3.0,0.042,5.14,0.067,0.379,0.247,0.362,0.165,1,5,2,7,1
2024-07-23,2024,746281,KCR,ARI,679525,656756,8.14,3.43,5.1,0.369,8.6,3.2,4.1,0.435,93.3,0.295,104.6,0.325,5.1,4.1,9.2,2.28,3.44,1.02,4.85,0.06,3.75,0.077,0.335,0.17,0.346,0.19,0,2,6,8,1
2024-07-23,2024,746524,COL,BOS,621389,681867,5.79,5.79,7.22,0.429,1.59,3.18,6.68,0.52,100.3,0.306,88.8,0.281,7.22,6.68,13.9,5.45,6.68,1.12,12.0,0.083,4.09,0.023,0.315,0.161,0.364,0.17,0,0,6,6,1
2024-07-23,2024,746614,CLE,DET,675540,663947,7.71,0.0,7.01,0.071,7.16,2.76,3.27,0.429,107.9,0.347,105.2,0.308,7.01,3.27,10.28,4.0,3.48,0.97,4.4,0.085,4.4,0.085,0.362,0.185,0.306,0.191,1,5,4,9,0
2024-07-23,2024,746848,CHC,MIL,592791,607067,8.14,0.74,3.73,0.304,8.74,1.99,3.28,0.508,98.9,0.312,96.8,0.313,3.73,3.28,7.01,0.9,4.93,0.99,2.4,0.017,6.75,0.075,0.342,0.162,0.361,0.149,0,0,1,1,0
2024-07-24,2024,744824,WSN,SDP,680730,663362,8.68,1.93,5.35,0.328,7.06,1.84,4.51,0.344,101.8,0.315,108.3,0.347,5.35,4.51,9.86,4.5,5.23,1.0,4.2,0.108,6.0,0.077,0.343,0.177,0.337,0.112,0,3,12,15,1
2024-07-24,2024,744905,TOR,TBR,684320,621107,9.68,4.08,3.09,0.462,7.71,2.7,3.15,0.458,98.5,0.304,94.8,0.301,3.09,3.15,6.24,6.54,4.15,1.0,3.0,0.045,4.85,0.0,0.354,0.167,0.344,0.182,1,6,3,9,1
2024-07-24,2024,744989,TEX,CHW,543135,623167,6.55,0.27,4.33,0.471,5.79,3.86,6.15,0.409,94.9,0.307,86.0,0.272,4.33,6.15,10.48,4.33,7.04,1.01,5.25,0.077,2.81,0.033,0.35,0.174,0.298,0.156,1,10,2,12,1
2024-07-24,2024,745472,PIT,STL,527048,669461,7.11,3.79,5.73,0.464,8.78,1.35,2.62,0.3,102.0,0.329,91.8,0.316,5.73,2.62,8.35,3.55,4.5,0.97,6.3,0.125,5.4,0.095,0.318,0.146,0.349,0.185,1,5,0,5,0
2024-07-24,2024,745634,OAK,HOU,676664,686613,9.82,1.64,4.15,0.377,8.49,3.64,3.55,0.349,108.1,0.326,110.6,0.343,4.15,3.55,7.7,3.72,3.23,0.98,6.0,0.137,4.5,0.049,0.321,0.181,0.351,0.182,0,1,8,9,1
2024-07-24,2024,745716,NYY,NYM,543037,640455,10.44,3.24,5.27,0.333,7.36,3.68,4.17,0.429,94.6,0.339,109.7,0.337,5.27,4.17,9.44,3.03,3.0,1.02,3.0,0.148,0.64,0.182,0.393,0.255,0.344,0.194,0,3,12,15,1
2024-07-24,2024,745877,MIN,PHI,595345,605400,11.81,5.06,2.78,0.4,10.57,0.88,2.99,0.519,109.2,0.344,105.9,0.341,2.78,2.99,5.77,5.59,9.0,0.99,4.4,0.085,2.4,0.054,0.333,0.189,0.38,0.223,1,5,4,9,0
2024-07-24,2024,745231,SEA,LAA,622491,656288,6.9,2.7,3.48,0.523,6.93,3.28,5.46,0.429,88.1,0.283,96.5,0.317,3.48,5.46,8.94,4.72,4.35,0.93,3.94,0.031,8.4,0.068,0.334,0.143,0.332,0.136,0,1,2,3,0
2024-07-24,2024,746119,LAD,SFG,607192,592662,8.31,4.15,4.19,0.517,8.6,3.2,4.1,0.435,92.0,0.308,96.5,0.292,4.19,4.1,8.29,5.44,5.34,1.01,2.25,0.047,4.4,0.085,0.378,0.245,0.361,0.162,0,3,8,11,1
2024-07-24,2024,746279,KCR,ARI,608379,669194,9.39,2.74,3.24,0.516,8.04,1.29,2.47,0.4,106.6,0.323,104.3,0.323,3.24,2.47,5.71,2.28,3.41,1.02,3.0,0.022,1.29,0.0,0.328,0.17,0.346,0.19,0,6,8,14,0
2024-07-24,2024,746525,COL,BOS,615698,601713,9.5,3.5,6.32,0.436,12.89,1.84,1.79,0.299,100.8,0.308,113.7,0.342,6.32,1.79,8.11,3.79,5.83,1.12,0.6,0.073,6.23,0.038,0.318,0.17,0.331,0.186,1,20,7,27,1
2024-07-24,2024,746611,CLE,DET,676440,656427,8.58,2.86,3.68,0.325,9.87,2.08,5.4,0.378,89.4,0.279,100.8,0.299,3.68,5.4,9.08,3.75,3.98,0.97,5.4,0.062,0.75,0.049,0.36,0.191,0.306,0.162,1,2,1,3,1
2024-07-24,2024,746851,CHC,MIL,657006,642239,8.21,1.32,2.62,0.443,7.11,1.42,2.52,0.286,91.8,0.318,120.6,0.394,2.62,2.52,5.14,1.16,3.05,0.99,1.29,0.06,4.4,0.085,0.342,0.161,0.337,0.171,0,2,3,5,1
2024-07-24,2024,747091,ATL,CIN,642216,593423,8.6,3.2,4.1,0.435,7.77,4.5,6.6,0.431,91.1,0.28,107.7,0.309,4.1,6.6,10.7,4.68,4.28,1.02,4.4,0.085,4.15,0.151,0.342,0.228,0.339,0.195,0,4,9,13,1
2024-07-24,2024,746035,MIA,BAL,665795,694646,9.53,4.76,9.77,0.351,8.6,3.2,4.1,0.435,94.6,0.293,103.8,0.32,9.77,4.1,13.87,3.11,3.48,0.97,6.0,0.217,4.4,0.085,0.294,0.163,0.339,0.245,1,6,3,9,0
2024-07-25,2024,744827,WSN,SDP,571578,656302,7.77,1.64,3.74,0.471,12.76,2.67,2.92,0.361,100.2,0.313,123.3,0.395,3.74,2.92,6.66,4.57,5.14,1.0,4.2,0.048,7.88,0.057,0.343,0.175,0.346,0.122,0,0,3,3,1
2024-07-25,2024,744907,TOR,TBR,605135,671737,9.27,4.43,3.87,0.333,10.17,2.81,1.83,0.542,98.5,0.304,92.7,0.293,3.87,1.83,5.7,6.39,5.14,1.0,3.6,0.103,2.77,0.039,0.356,0.17,0.343,0.18,0,0,13,13,1
2024-07-25,2024,744984,TEX,CHW,453286,686563,7.71,2.31,5.12,0.338,5.48,2.74,3.98,0.427,95.9,0.308,84.5,0.268,5.12,3.98,9.1,3.93,9.35,1.01,0.0,0.045,10.29,0.0,0.353,0.176,0.307,0.17,1,2,1,3,0
2024-07-25,2024,745794,NYM,ATL,622663,519242,6.2,3.28,5.46,0.41,12.91,3.13,1.89,0.44,110.0,0.332,92.4,0.284,5.46,1.89,7.35,3.12,3.3,0.96,1.93,0.07,3.86,0.094,0.37,0.199,0.335,0.215,1,3,2,5,0
2024-07-25,2024,746037,MIA,BAL,682610,669203,5.75,4.87,4.43,0.273,8.03,1.82,4.08,0.52,96.3,0.301,103.7,0.325,4.43,4.08,8.51,2.97,3.89,0.97,8.0,0.19,0.6,0.086,0.356,0.118,0.331,0.26,0,6,7,13,1
2024-07-25,2024,746199,LAA,OAK,670046,548389,6.3,3.6,5.55,0.312,8.6,3.2,4.1,0.435,94.6,0.314,127.6,0.397,5.55,4.1,9.65,4.42,3.75,0.99,4.4,0.085,4.5,0.0,0.319,0.11,0.34,0.21,0,5,6,11,1
2024-07-25,2024,746609,CLE,DET,668909,663947,7.13,4.08,3.26,0.407,6.89,2.3,2.38,0.447,103.6,0.339,99.8,0.296,3.26,2.38,5.64,3.23,4.07,0.97,2.25,0.056,4.4,0.085,0.358,0.186,0.313,0.173,0,0,3,3,0
2024-07-25,2024,746117,LAD,SFG,477132,657277,8.6,3.2,4.1,0.435,7.5,3.38,3.69,0.613,107.0,0.332,95.6,0.305,4.1,3.69,7.79,6.27,4.5,1.01,4.4,0.085,6.6,0.06,0.375,0.248,0.353,0.219,1,6,4,10,0
2024-07-26,2024,745792,NYM,ATL,673540,450203,8.6,3.2,4.1,0.435,7.99,1.52,4.46,0.567,107.0,0.331,91.8,0.283,4.1,4.46,8.56,3.0,3.52,0.96,4.4,0.085,7.71,0.121,0.343,0.198,0.335,0.214,1,8,4,12,0
2024-07-26,2024,744906,TOR,TEX,579328,571760,12.69,2.6,3.76,0.377,10.32,2.78,3.19,0.333,95.0,0.315,117.4,0.368,3.76,3.19,6.95,8.45,3.65,1.0,5.06,0.079,1.93,0.089,0.337,0.158,0.341,0.157,1,6,5,11,1
2024-07-26,2024,745068,TBR,CIN,669358,666157,8.1,4.72,4.88,0.295,10.05,3.77,5.31,0.5,112.2,0.345,109.1,0.314,4.88,5.31,10.19,4.86,4.0,0.98,0.0,0.071,8.25,0.055,0.315,0.097,0.353,0.192,0,2,3,5,1
2024-07-26,2024,745146,STL,WSN,543243,669022,10.96,0.78,3.93,0.423,10.91,7.47,3.21,0.279,91.9,0.323,95.3,0.303,3.93,3.21,7.14,2.76,3.79,0.99,5.4,0.077,3.0,0.138,0.349,0.182,0.343,0.174,0,8,10,18,0
2024-07-26,2024,745315,SFG,COL,690986,607536,7.42,6.07,4.95,0.378,7.27,1.73,3.61,0.333,99.2,0.315,93.1,0.284,4.95,3.61,8.56,5.34,3.32,0.95,6.55,0.143,1.8,0.0,0.353,0.221,0.335,0.192,1,11,4,15,1
2024-07-26,2024,745554,PHI,CLE,650911,594902,7.03,1.48,3.15,0.533,7.81,2.28,4.74,0.476,97.7,0.301,94.3,0.317,3.15,4.74,7.89,10.92,1.95,1.02,1.29,0.0,0.6,0.107,0.379,0.223,0.351,0.183,0,1,3,4,1
2024-07-26,2024,745964,MIL,MIA,642547,669432,10.8,2.91,3.66,0.386,8.88,5.18,3.97,0.459,115.3,0.382,97.9,0.304,3.66,3.97,7.63,2.95,2.97,1.0,5.4,0.134,4.2,0.079,0.33,0.134,0.35,0.127,0,2,6,8,1
2024-07-26,2024,746767,CHW,SEA,689672,669923,5.55,2.22,4.38,0.397,9.9,1.2,1.45,0.512,81.5,0.258,87.9,0.285,4.38,1.45,5.83,8.84,6.17,1.01,3.86,0.103,2.25,0.031,0.302,0.167,0.323,0.136,0,0,10,10,1
2024-07-26,2024,746277,KCR,CHC,663903,543294,8.16,2.83,3.18,0.488,4.76,3.71,6.74,0.362,108.4,0.332,98.8,0.308,3.18,6.74,9.92,3.6,1.69,1.02,3.6,0.127,1.12,0.071,0.329,0.167,0.34,0.163,1,6,0,6,0
2024-07-26,2024,746361,HOU,LAD,664285,694813,9.64,3.86,3.41,0.585,6.65,1.25,3.89,0.444,98.9,0.31,92.8,0.311,3.41,3.89,7.3,3.38,6.15,1.0,4.2,0.076,2.08,0.061,0.353,0.183,0.358,0.249,1,5,0,5,0
2024-07-26,2024,746448,DET,MIN,672456,641154,7.0,3.0,5.22,0.369,10.88,2.01,2.57,0.4,99.5,0.295,110.5,0.351,5.22,2.57,7.79,3.72,6.32,0.96,3.6,0.053,3.6,0.05,0.315,0.17,0.334,0.188,0,3,9,12,1
2024-07-26,2024,746933,BOS,NYY,678394,641482,10.5,1.88,3.61,0.429,8.53,2.84,6.47,0.339,89.9,0.278,108.7,0.331,3.61,6.47,10.08,9.2,5.28,1.06,7.62,0.063,4.2,0.033,0.364,0.171,0.386,0.263,1,9,7,16,1
2024-07-26,2024,747010,BAL,SDP,680570,800049,10.38,2.37,3.97,0.449,10.38,2.08,5.23,0.267,105.9,0.324,97.1,0.299,3.97,5.23,9.2,4.05,5.14,0.98,6.23,0.105,3.86,0.182,0.337,0.243,0.351,0.142,0,4,6,10,0
2024-07-26,2024,747174,ARI,PIT,668678,682847,7.5,4.5,4.07,0.541,7.76,1.01,1.76,0.458,108.5,0.332,97.2,0.297,4.07,1.76,5.83,3.94,2.64,1.03,0.0,0.083,0.0,0.077,0.347,0.195,0.31,0.165,1,4,3,7,1
2024-07-26,2024,746200,LAA,OAK,608334,621112,9.82,1.96,3.2,0.447,8.6,3.2,4.1,0.435,93.1,0.309,108.0,0.327,3.2,4.1,7.3,3.05,3.25,0.99,4.4,0.085,0.0,0.085,0.317,0.11,0.321,0.185,0,4,5,9,1
2024-07-27,2024,744908,TOR,TEX,592332,547179,9.51,3.8,4.08,0.338,8.53,7.11,6.83,0.321,96.0,0.302,98.4,0.318,4.08,6.83,10.91,7.71,3.35,1.0,4.2,0.095,1.29,0.145,0.358,0.17,0.354,0.175,1,7,3,10,1
2024-07-27,2024,745059,TBR,CIN,641793,671096,8.1,2.25,5.5,0.368,5.46,5.46,5.15,0.368,108.8,0.34,108.3,0.312,5.5,5.15,10.65,4.89,3.76,0.98,4.8,0.045,4.2,0.104,0.335,0.163,0.35,0.19,1,4,0,4,0
2024-07-27,2024,745150,STL,WSN,502043,663623,11.07,3.1,3.64,0.431,7.26,2.61,5.34,0.407,102.8,0.314,99.0,0.318,3.64,5.34,8.98,3.31,4.17,0.99,1.29,0.125,5.62,0.055,0.349,0.182,0.344,0.173,0,3,14,17,0
2024-07-27,2024,745310,SFG,COL,806185,685299,11.07,3.98,4.23,0.396,6.75,1.93,10.97,0.333,99.5,0.308,110.2,0.329,4.23,10.97,15.2,6.21,4.34,0.95,0.0,0.111,4.4,0.085,0.334,0.194,0.328,0.187,1,5,0,5,1
2024-07-27,2024,745307,SFG,COL,605483,663372,7.79,2.6,3.03,0.5,9.0,4.5,3.83,0.433,99.5,0.308,89.2,0.276,3.03,3.83,6.86,6.21,4.34,0.95,1.5,0.045,3.0,0.088,0.367,0.167,0.321,0.174,1,4,1,5,0
2024-07-27,2024,745553,PHI,CLE,663969,471911,8.44,0.56,3.9,0.409,8.85,1.33,4.18,0.379,95.5,0.295,87.0,0.28,3.9,4.18,8.08,10.31,1.95,1.02,4.4,0.085,2.08,0.083,0.377,0.221,0.352,0.178,1,8,0,8,0
2024-07-27,2024,745793,NYM,ATL,656731,680885,10.12,5.06,5.59,0.4,9.13,1.14,4.38,0.371,105.5,0.326,90.2,0.277,5.59,4.38,9.97,2.63,3.44,0.96,10.29,0.108,0.0,0.091,0.344,0.2,0.334,0.214,0,0,4,4,0
2024-07-27,2024,745966,MIL,MIA,650644,676974,8.57,5.57,6.96,0.381,8.6,3.2,4.1,0.435,93.7,0.305,101.4,0.314,6.96,4.1,11.06,2.95,2.88,1.0,1.29,0.07,4.4,0.085,0.342,0.112,0.343,0.124,0,3,7,10,0
2024-07-27,2024,746203,LAA,OAK,542881,687765,8.88,0.74,3.15,0.412,8.41,4.43,5.95,0.409,92.9,0.309,134.6,0.397,3.15,5.95,9.1,3.58,3.44,0.99,4.2,0.116,5.25,0.058,0.331,0.138,0.337,0.215,0,1,3,4,1
2024-07-27,2024,746362,HOU,LAD,669854,680736,7.89,2.73,5.37,0.369,8.56,3.95,6.37,0.25,111.2,0.338,109.6,0.343,5.37,6.37,11.74,3.12,6.7,1.0,3.21,0.133,0.0,0.091,0.352,0.184,0.342,0.212,1,7,6,13,0
2024-07-27,2024,746446,DET,MIN,669373,657746,11.77,1.04,1.88,0.516,11.91,1.59,2.71,0.413,99.7,0.3,101.9,0.333,1.88,2.71,4.59,3.83,5.87,0.96,1.8,0.036,6.0,0.032,0.305,0.182,0.323,0.235,1,7,2,9,1
2024-07-27,2024,746768,CHW,SEA,607200,693433,6.75,3.63,4.36,0.327,6.23,2.08,5.8,0.581,82.8,0.265,91.3,0.294,4.36,5.8,10.16,8.05,6.3,1.01,1.2,0.111,2.7,0.049,0.313,0.167,0.336,0.176,0,3,6,9,0
2024-07-27,2024,746931,BOS,NYY,676710,573186,6.12,0.36,5.15,0.329,8.0,3.5,6.65,0.433,116.0,0.356,109.7,0.336,5.15,6.65,11.8,9.79,6.68,1.06,4.8,0.066,4.2,0.065,0.34,0.18,0.386,0.263,0,8,11,19,1
2024-07-27,2024,747006,BAL,SDP,665152,650633,8.05,4.74,5.99,0.407,9.89,1.9,2.26,0.362,103.1,0.32,98.6,0.303,5.99,2.26,8.25,4.81,4.62,0.98,1.12,0.1,0.6,0.056,0.337,0.244,0.35,0.146,0,4,9,13,0
2024-07-27,2024,747171,ARI,PIT,694297,594835,9.64,1.16,1.95,0.492,7.45,0.93,1.81,0.312,103.9,0.352,94.4,0.295,1.95,1.81,3.76,3.55,3.38,1.03,3.0,0.052,4.4,0.085,0.334,0.167,0.309,0.164,1,9,5,14,1
2024-07-27,2024,746278,KCR,CHC,607625,684007,9.35,1.38,2.65,0.437,9.72,1.8,3.27,0.284,92.9,0.297,95.5,0.3,2.65,3.27,5.92,3.6,1.41,1.02,1.8,0.081,3.46,0.135,0.332,0.174,0.34,0.163,0,4,9,13,1
2024-07-28,2024,745961,MIL,MIA,668964,667725,8.28,2.16,3.71,0.413,7.9,4.61,2.93,0.488,93.4,0.305,101.3,0.313,3.71,2.93,6.64,3.57,1.54,1.0,4.5,0.125,4.5,0.118,0.329,0.134,0.341,0.126,1,6,2,8,1
2024-07-28,2024,744902,TOR,TEX,621244,642546,7.2,5.85,6.55,0.438,7.0,2.0,4.04,0.5,98.7,0.312,96.0,0.311,6.55,4.04,10.59,6.52,3.67,1.0,2.4,0.05,4.4,0.085,0.346,0.164,0.353,0.175,1,7,3,10,1
2024-07-28,2024,745063,TBR,CIN,542888,668881,11.25,5.62,2.9,0.294,11.25,3.38,2.69,0.385,91.9,0.298,103.4,0.301,2.9,2.69,5.59,4.5,2.92,0.98,0.0,0.083,2.57,0.088,0.345,0.196,0.345,0.186,1,2,1,3,0
2024-07-28,2024,745145,STL,WSN,571945,687792,4.63,0.39,5.04,0.4,10.8,2.4,4.15,0.425,92.0,0.324,100.5,0.329,5.04,4.15,9.19,6.89,4.46,0.99,4.2,0.078,0.0,0.0,0.349,0.184,0.324,0.152,1,4,3,7,1
2024-07-28,2024,745305,SFG,COL,669062,596295,12.46,4.15,1.77,0.368,6.17,0.77,4.82,0.438,107.8,0.336,85.2,0.265,1.77,4.82,6.59,5.29,4.62,0.95,2.0,0.171,10.38,0.048,0.322,0.242,0.326,0.186,1,5,4,9,1
2024-07-28,2024,745795,NYM,ATL,656849,625643,6.97,4.35,4.6,0.569,7.66,3.63,4.54,0.406,102.6,0.318,106.7,0.333,4.6,4.54,9.14,2.75,3.18,0.96,0.0,0.114,0.64,0.039,0.363,0.196,0.319,0.211,0,2,9,11,0
2024-07-28,2024,746195,LAA,OAK,667755,674370,6.95,3.68,4.56,0.571,6.89,3.45,4.17,0.256,90.5,0.304,107.0,0.324,4.56,4.17,8.73,3.68,2.2,0.99,3.0,0.044,4.4,0.085,0.331,0.14,0.319,0.18,1,8,6,14,0
2024-07-28,2024,745550,PHI,CLE,663465,676282,8.6,3.2,4.1,0.435,8.6,3.2,4.1,0.435,110.2,0.353,98.4,0.325,4.1,4.1,8.2,10.94,2.87,1.02,4.4,0.085,4.4,0.085,0.378,0.226,0.347,0.175,0,3,4,7,1
2024-07-28,2024,746364,HOU,LAD,681293,689981,9.3,4.43,4.77,0.29,3.6,5.4,4.15,0.412,102.1,0.322,109.3,0.343,4.77,4.15,8.92,4.0,7.02,1.0,6.0,0.103,4.4,0.085,0.351,0.184,0.341,0.217,0,2,6,8,0
2024-07-28,2024,746445,DET,MIN,656412,641927,9.82,3.68,5.06,0.474,9.72,1.8,3.15,0.397,101.4,0.304,108.8,0.346,5.06,3.15,8.21,3.27,7.71,0.96,4.4,0.085,6.43,0.069,0.305,0.163,0.363,0.222,0,0,5,5,0
2024-07-28,2024,746274,KCR,CHC,666142,665871,9.49,2.55,3.6,0.394,3.38,13.5,11.78,0.591,106.7,0.331,98.0,0.322,3.6,11.78,15.38,5.76,1.69,1.02,2.4,0.069,3.46,0.071,0.327,0.203,0.32,0.176,0,3,7,10,1
2024-07-28,2024,746770,CHW,SEA,676979,682243,14.29,2.65,1.03,0.5,7.04,0.78,2.67,0.443,83.7,0.266,94.7,0.308,1.03,2.67,3.7,7.14,6.26,1.01,1.2,0.0,6.6,0.079,0.307,0.131,0.339,0.174,0,3,6,9,1
2024-07-28,2024,746929,BOS,NYY,656557,607074,5.95,5.03,6.15,0.552,13.5,4.05,4.75,0.25,94.8,0.301,114.6,0.346,6.15,4.75,10.9,10.53,6.75,1.06,0.64,0.039,10.2,0.029,0.369,0.171,0.39,0.267,0,2,8,10,1
2024-07-28,2024,747008,BAL,SDP,544150,681190,7.23,1.93,4.44,0.355,5.48,1.27,2.96,0.353,99.3,0.312,98.5,0.304,4.44,2.96,7.4,6.34,6.12,0.98,4.5,0.064,5.25,0.053,0.333,0.256,0.35,0.144,1,8,6,14,0
2024-07-28,2024,747173,ARI,PIT,700270,656605,4.3,2.45,4.79,0.34,6.75,1.99,5.58,0.473,109.5,0.34,94.2,0.293,4.79,5.58,10.37,3.55,4.26,1.03,3.0,0.0,0.64,0.111,0.333,0.15,0.317,0.171,0,5,6,11,0
2024-07-29,2024,745147,STL,TEX,669467,543135,6.16,1.42,3.62,0.625,8.18,0.0,3.39,0.522,104.6,0.317,96.3,0.309,3.62,3.39,7.01,6.46,4.04,0.99,2.0,0.114,4.5,0.02,0.347,0.186,0.353,0.176,0,3,6,9,0
2024-07-29,2024,745547,PHI,NYY,554430,661563,10.5,3.0,2.71,0.489,10.55,2.11,3.15,0.389,96.4,0.293,112.2,0.341,2.71,3.15,5.86,5.7,6.06,1.02,1.29,0.019,1.8,0.098,0.376,0.228,0.39,0.266,0,4,14,18,1
2024-07-29,2024,745791,NYM,MIN,500779,680573,7.3,3.65,5.62,0.582,8.44,2.53,3.34,0.361,100.9,0.314,93.2,0.311,5.62,3.34,8.96,3.16,7.96,0.96,5.14,0.117,2.4,0.085,0.341,0.196,0.329,0.243,1,15,2,17,1
2024-07-29,2024,745959,MIL,ATL,607067,656550,8.87,2.01,2.43,0.455,8.82,2.2,2.11,0.381,96.7,0.316,92.8,0.278,2.43,2.11,4.54,3.35,3.03,1.0,6.0,0.075,4.4,0.085,0.339,0.146,0.332,0.215,1,8,3,11,0
2024-07-29,2024,746360,HOU,PIT,605463,694973,12.1,4.66,3.36,0.524,11.44,1.59,2.73,0.617,100.3,0.316,95.7,0.3,3.36,2.73,6.09,4.33,5.02,1.0,4.4,0.085,2.25,0.024,0.351,0.184,0.33,0.177,0,3,5,8,0
2024-07-29,2024,746444,DET,CLE,689225,676440,11.25,6.0,4.82,0.41,7.9,2.96,4.39,0.333,100.9,0.301,83.5,0.271,4.82,4.39,9.21,4.26,2.66,0.96,4.4,0.085,6.0,0.062,0.305,0.185,0.347,0.175,0,4,8,12,1
2024-07-29,2024,746684,CIN,CHC,686730,592791,9.19,1.72,5.83,0.327,7.11,1.42,3.58,0.403,104.3,0.302,95.0,0.3,5.83,3.58,9.41,3.74,1.71,1.07,5.4,0.05,1.93,0.055,0.333,0.154,0.339,0.164,1,7,1,8,0
2024-07-29,2024,746765,CHW,KCR,623167,679525,6.0,3.67,5.56,0.407,9.82,3.68,5.74,0.432,82.3,0.258,100.9,0.313,5.56,5.74,11.3,5.54,6.94,1.01,3.38,0.032,6.92,0.074,0.29,0.138,0.327,0.201,0,5,8,13,1
2024-07-29,2024,746928,BOS,SEA,601713,669302,13.91,2.05,1.92,0.231,10.12,1.69,3.04,0.485,119.3,0.361,93.7,0.301,1.92,3.04,4.96,11.12,4.74,1.06,7.71,0.034,4.2,0.05,0.342,0.181,0.34,0.176,1,14,7,21,0
